Model_Code,c40HC
LD-6090TB2,140
LD-6090WB1,140
LD-6090WB2,140
LD-6100TB1,140
LD-6105BB1,140
LD-6105TB1,140
LD-6105WB1,140
LD-6106BB,140
LD-6106TB,140
LD-6106WB,140
LD-6300BB1,140
LD-6300BB2,140
LD-6300TB1,140
LD-6300TB2,140
LD-6300WB1,140
LD-6300WB2,140
LD-6310TB1,141
LD-6311TB,140
LD-9240MH,150
LD-9240WH,150
LD-9241M,219
LD-9241MH,219
LD-9241WH,219
LD08X730M2B,9600
LD08X740M2B,9600
LD08X750M2B,9600
LD08X757M2B,9600
LD106FRD0,498
LD106FSD0,498
LD117EAV631,56700
LD117EAY641,52800
LD117MBN621,56700
LD117MCK650,56700
LD117MCK669,56700
LD117MED620,56700
LD117MHY628,56700
LD1331BBSL1,54
LD136FGD0,498
LD136FRD0,498
LD136FSD0,498
LD137EAY629,10000
LD141BBSIT,71
LD141BBSLN,54
LD1452MFEN2,159
LD1452TFEN2,159
LD1452WFEN2,160
LD1452WFEN3,159
LD1453TFEN2,159
LD1454TFES2,159
LD1455TFCS2,159
LD156QSD0,200
LD156QSD1,480
LD15X730P2B,7200
LD15X730P2C,7200
LD15X740P2B,9000
LD15X740P2C,7200
LD15X750P2B,7200
LD15X750P2C,7200
LD15X757P2B,7200
LD227EAV631,56700
LD227EAY641,52800
LD227MBN621,56700
LD227MCK650,56700
LD227MCK669,56700
LD227MED620,56700
LD227MHY628,56700
LD237EAY629,10000
LD25X730P2B,7200
LD25X730P2C,7200
LD25X740P2B,7200
LD25X740P2C,7200
LD25X750P2B,7200
LD25X750P2C,7200
LD25X757P2B,7200
LD301EL,800
LD337EAY629,10000
LD3552SP,64
LD3580SP,64
LD3581SP,64
LD3642SP,64
LD3653SP,64
LD3661SP,64
LD40X730R2B,4800
LD40X740R2B,4800
LD40X750R2B,4800
LD40X757R2B,4800
LD450EAL,600
LD451EGL,600
LD650EAL,600
LD651EBL,600
LDA0120J1F,6400
LDA0120J1H,19200
LDA0120J1U,2000
LDA0120J2F,6400
LDA0120J2H,19200
LDA0120J3F,6400
LDA0120J3H,19200
LDA0120J4F,6400
LDA0120J4H,19200
LDA0120J5F,6400
LDA0124J1J,2000
LDA0130J1J,2000
LDA0130J2F,6400
LDA0130J2J,2000
LDA0261N1F,6400
LDA0261N2F,6400
LDB0120J1F,6400
LDB0120J1H,19200
LDB0120J1J,2000
LDB0120J1U,2000
LDB0120J2F,6400
LDB0120J2H,19200
LDB0120J2N,19200
LDB0120J2U,2000
LDB0120J3H,19200
LDB0120J3U,2000
LDB0120J4H,19200
LDB0120J4U,2000
LDB0120J5U,2000
LDB0124J1F,6400
LDB0124J1J,2000
LDB0124J2F,6400
LDB4548ST,142
LDC0100J1F,6400
LDC0100J1H,19200
LDC0100J1J,2000
LDC0100J1N,19200
LDC0100J1U,2000
LDC0100J2F,6400
LDC0100J2J,2000
LDC0100J2N,19200
LDC0100J2U,2000
LDC0100J3F,6400
LDC0100J3H,19200
LDC0100J3J,2000
LDC0100J3U,2000
LDC0100J4F,6400
LDC0100J4U,2000
LDC0100J6F,6400
LDC0100J8F,6400
LDC0100J9F,6400
LDC0120J1H,19200
LDC0120J2H,19200
LDC0120J3H,19200
LDC20778SB,40
LDC20778ST,40
LDC20778SW,40
LDC22370ST,40
LDC22370SW,40
LDC22720ST,26
LDC22720SW,26
LDC22720TT,26
LDC22731WW,26
LDC22732ST,26
LDC22738SB,26
LDC22738ST,26
LDC22738SW,26
LDC22778ST,26
LDC22778SW,26
LDC24370SB,26
LDC24370ST,26
LDC24370SW,26
LDCS22220S,40
LDCS22220W,40
LDCS24223B,26
LDCS24223P,26
LDCS24223S,40
LDCS24223W,26
LDD0130J1N,19200
LDE0104J1F,6400
LDE0104J1H,19200
LDE0104J1J,2000
LDE0104J1N,19200
LDE0104J1U,2000
LDE3011ST,84
LDE3015SB,84
LDE3015ST,84
LDE3015SW,84
LDE3017SB,84
LDE3017ST,84
LDE3017SW,84
LDE3019ST,84
LDE3031ST,84
LDE3035SB,84
LDE3035ST,84
LDE3035SW,84
LDE3037BD,84
LDE3037SB,84
LDE3037ST,84
LDE3037SW,84
LDE4411SB,84
LDE4411ST,84
LDE4411SW,84
LDE4413BD,84
LDE4413ST,84
LDE4415BD,84
LDE4415ST,84
LDE5415ST,84
LDEL7324S,84
LDEL7325D,84
LDEL7325F,84
LDF0134J1F,6400
LDF0134J1H,19200
LDF0134J1J,2000
LDF0134J1U,2000
LDF0134J2J,2000
LDF5545BB,140
LDF5545BD,140
LDF5545SS,142
LDF5545ST,140
LDF5545WW,140
LDF5678BD,140
LDF5678SS,140
LDF5678ST,140
LDF6810ST,140
LDF6920ST,140
LDF7551BB,150
LDF7551ST,141
LDF7551WW,141
LDF7561ST,141
LDF7774BB,140
LDF7774BD,140
LDF7774ST,140
LDF7774WW,141
LDF7810BB,140
LDF7810ST,140
LDF7810WW,140
LDF7811ST,140
LDF7920BB,140
LDF7920ST,140
LDF7920WW,140
LDF7932BB,140
LDF7932ST,141
LDF7932WW,141
LDF8072ST,141
LDF8574ST,141
LDF8764ST,140
LDF8812ST,141
LDF8874ST,141
LDF8922ST,140
LDF9810ST,140
LDF9932ST,140
LDFC2423C,142
LDFC353LS,142
LDFN343LS,142
LDFN454HT,142
LDG3011ST,60
LDG3015SB,60
LDG3015ST,60
LDG3015SW,60
LDG3016ST,60
LDG3017ST,60
LDG3031ST,60
LDG3035SB,60
LDG3035ST,60
LDG3035SW,60
LDG3036BD,60
LDG3036ST,60
LDG3037ST,60
LDG4311SB,84
LDG4311ST,84
LDG4311SW,84
LDG4313BD,84
LDG4313ST,84
LDG4315BD,84
LDG4315ST,84
LDG5315ST,84
LDGL6925D,84
LDGL6925F,84
LDN097HV4,300
LDN127HV4,300
LDN14BLA5,160
LDN187HV4,300
LDN20517WW,40
LDN20518WW,40
LDN20715ST,40
LDN20715SW,40
LDN20718SB,40
LDN20718ST,40
LDN20718SW,40
LDN22470ST,40
LDN22735SB,26
LDN25,420
LDN36,420
LDN52,360
LDN71,240
LDNPM654D,142
LDNS22220S,40
LDNS22220W,39
LDNS24223B,26
LDNS24223S,26
LDNS24223W,26
LDP5676BD,140
LDP6797BB,140
LDP6797BD,142
LDP6797BM,140
LDP6797ST,142
LDP6797WW,140
LDP6809BD,140
LDP6809BM,140
LDP6809SS,140
LDP6810BM,140
LDP7708BD,140
LDP7708ST,140
LDP7808BD,142
LDP7808SS,142
LDPH5554D,142
LDPH7972D,142
LDPH7972S,142
LDPM6762D,142
LDPN6761T,142
LDPS6762D,142
LDS4821BB,141
LDS4821ST,141
LDS4821WW,141
LDS4921ST,150
LDS5040BB,141
LDS5040ST,141
LDS5040WW,141
LDS5540BB,141
LDS5540ST,150
LDS5540WW,141
LDS5560ST,141
LDS5774ST,141
LDS5811BB,140
LDS5811ST,140
LDS5811WW,140
LDS6040ST,141
LDT14BGA3,160
LDT14BLA4,160
LDT14BSA4,160
LDT14SVA4,158
LDT5665BB,410
LDT5665BD,140
LDT5665ST,140
LDT5665WW,140
LDT5678BD,140
LDT5678SS,140
LDT5678ST,140
LDT6809BD,140
LDT6809SS,140
LDT7797BD,140
LDT7797BM,140
LDT7797ST,140
LDT7808BD,142
LDT7808BM,140
LDT7808SS,142
LDT7808ST,140
LDT9965BD,141
LDTH5554D,142
LDTH5554S,142
LDTH555NS,142
LDTH7972D,142
LDTH7972S,142
LDTS5552D,142
LE34CA,3840
LE34CAC,3840
LE621100S,144
LE621120S,144
LE641122S,144
LE641152S,144
LF-218SFL,54
LF-218SRD,54
LF-218WFL,54
LF-218WRD,54
LF1131BBSL1,54
LF131BBSIT,71
LF131BBSLN,54
LF19C8200S,51
LF20C6330S,30
LF20G6331S,30
LF21C6000V,30
LF21C6200S,30
LF21G6200S,30
LF21G6201S,30
LF24C8200S,47
LF250FLTS,54
LF250FLW,54
LF250RLTS,54
LF250RLW,54
LF25FLTS,54
LF25FLW,54
LF25H6200S,26
LF25H6330D,26
LF25H6330S,26
LF25RLTS,54
LF25RLW,54
LF25RTS,54
LF25RW,54
LF25S6000S,26
LF25S6200D,26
LF25S6200S,30
LF25S6200V,26
LF25S6206S,26
LF25S6330D,26
LF25S6330S,30
LF26C6360S,40
LF26C8210S,28
LF26G8210S,28
LF29S8230S,26
LF29S8230V,26
LF29S8250S,26
LF29S8330D,26
LF29T6000S,26
LF30H8210S,26
LF31S6360S,26
LF32S6000S,26
LF360EAY629,9600
LF363EAV620,115200
LF364EAV620,115200
LF365EAV620,115200
LF367EAV631,5520
LF367EAY639,66240
LF367MAZ648,5520
LF367MAZ652,5520
LF367MBN640,5520
LF367MCK688,5520
LF400EAY629,40000
LF400EAY632,40000
LF400MAZ623,40000
LF400MAZ627,40000
LF400MAZ628,40000
LF400MBN620,40000
LF400MBN622,40000
LF400MCK675,40000
LF400MCK680,40000
LF407EAV620,40000
LF407EAV621,40000
LF407EAV624,40000
LF407EAV627,42240
LF407EAY636,48000
LF407MAZ633,2560
LF407MBN636,2560
LF407MCK680,57600
LF504EAV619,40000
LF504EAY628,40000
LF507MCK675,10000
LF53073032B,672
LF53073032D,672
LF53073042B,560
LF53074032B,672
LF53074032D,672
LF53074034B,672
LF53074042B,672
LF53074044B,672
LF53075032B,672
LF53075032D,672
LF53075034B,672
LF53075042B,672
LF53075044B,672
LF53075732B,672
LF53075734B,672
LF53075734C,672
LF53075742B,672
LF53075744B,672
LF53173032B,560
LF53173042B,560
LF53174032B,560
LF53174034B,560
LF53174042B,560
LF53174044B,560
LF53175032B,560
LF53175034B,560
LF53175042B,560
LF53175044B,560
LF53175732B,560
LF53175734B,560
LF53175742B,560
LF53175744B,560
LF60074032B,560
LF60074034B,560
LF60074042B,560
LF60074044B,560
LF60075032B,560
LF60075034B,560
LF60075042B,560
LF60075044B,560
LF60075732B,560
LF60075734B,560
LF60075742B,560
LF60075744B,560
LF60174032B,560
LF60174034B,560
LF60174042B,560
LF60174044B,560
LF60175032B,560
LF60175034B,560
LF60175042B,560
LF60175044B,560
LF60175732B,560
LF60175734B,560
LF60175742B,560
LF60175744B,560
LF63075734C,560
LF761S,84
LF762S,84
LF96105SS,102
LF98100GF,102
LF98100SS,102
LF98105SB,102
LF98105SS,102
LF98110GF,102
LF98110SB,102
LF98110SS,102
LFB47BLG,55
LFB47SVM,55
LFB53BLMI,51
LFB58BLMA,30
LFB66BLMI,36
LFC20740SB,40
LFC20740ST,40
LFC20740SW,40
LFC20740TT,40
LFC20745SB,40
LFC20745ST,40
LFC20745SW,40
LFC20749ST,40
LFC20760SB,40
LFC20760ST,40
LFC20760SW,40
LFC20770SB,40
LFC20770ST,40
LFC20770SW,40
LFC20786SB,40
LFC20786ST,40
LFC20786SW,40
LFC21770ST,28
LFC21776D,28
LFC21776ST,28
LFC22770SB,40
LFC22770ST,39
LFC22770SW,40
LFC23760SB,26
LFC23760ST,26
LFC23760SW,26
LFC23770SB,24
LFC23770ST,24
LFC23770SW,24
LFC23969ST,24
LFC24770SB,26
LFC24770ST,26
LFC24770SW,26
LFC24786SB,26
LFC24786SD,26
LFC24786ST,26
LFC24786SW,26
LFC25765SB,32
LFC25765ST,26
LFC25765SW,26
LFC25770SB,26
LFC25770ST,26
LFC25770SW,26
LFC25770TT,26
LFC25776SB,26
LFC25776ST,26
LFC25776SW,26
LFC28768SB,24
LFC28768ST,24
LFC28768SW,24
LFCC22426D,28
LFCC22426S,30
LFCC23596S,30
LFCS22520B,40
LFCS22520D,39
LFCS22520S,39
LFCS22520W,40
LFCS25426D,26
LFCS25426S,26
LFCS25663S,26
LFCS27596S,32
LFCS28768S,24
LFCS31626S,24
LFD20786SB,40
LFD20786ST,40
LFD20786SW,40
LFD21870ST,28
LFD22716ST,39
LFD22786SB,40
LFD22786SD,39
LFD22786ST,40
LFD22786SW,40
LFD22860SW,26
LFD23860ST,24
LFD23860SW,24
LFD25870ST,26
LFD61BLGAI,30
LFDS22520S,39
LFI50BLMAI,51
LFN427HV,74
LFNC246KEB0,116
LFNC366KEB0,116
LFNC368KEB0,116
LFNS22520D,39
LFNS22520S,39
LFNS22520W,39
LFNS22530S,39
LFRF0222S,84
LFU427HV,52
LFX21971ST,28
LFX21975ST,28
LFX21976ST,28
LFX21980ST,28
LFX23961SB,24
LFX23961ST,24
LFX23961SW,24
LFX23965SB,24
LFX23965ST,24
LFX23965SW,24
LFX23975SB,24
LFX23975ST,24
LFX23975SW,24
LFX25778SB,26
LFX25778ST,26
LFX25778SW,26
LFX25961AL,26
LFX25961SB,26
LFX25961SW,26
LFX25971SB,26
LFX25971ST,26
LFX25971SW,26
LFX25973D,26
LFX25973SB,26
LFX25973ST,26
LFX25973SW,26
LFX25974SB,26
LFX25974ST,26
LFX25974SW,26
LFX25975SB,26
LFX25975ST,26
LFX25975SW,26
LFX25976SB,26
LFX25976ST,26
LFX25976SW,26
LFX25978SB,26
LFX25978ST,26
LFX25978SW,26
LFX25980ST,26
LFX25991ST,28
LFX25992ST,28
LFX28968D,24
LFX28968SB,24
LFX28968ST,24
LFX28968SW,24
LFX28977SB,24
LFX28977ST,24
LFX28977SW,24
LFX28978SB,24
LFX28978ST,24
LFX28978SW,24
LFX28979SB,24
LFX28979ST,24
LFX28979SW,24
LFX28991ST,24
LFX28992ST,24
LFX28995ST,24
LFX29927SB,24
LFX29927ST,24
LFX29927SW,24
LFX29927WB,24
LFX29937ST,24
LFX29945ST,24
LFX29FFQYB,51
LFX29FRQYB,51
LFX31915SB,24
LFX31915ST,24
LFX31915SW,24
LFX31925SB,24
LFX31925ST,24
LFX31925SW,24
LFX31935ST,24
LFX31945ST,24
LFX31995ST,24
LFX32945ST,24
LFX33975ST,24
LFX34FRACB,47
LFX39FRCRB,24
LFXC22526D,30
LFXC22526S,30
LFXC22596D,30
LFXC22596M,28
LFXC22596S,30
LFXC24726D,28
LFXC24726M,28
LFXC24726S,28
LFXC24766S,28
LFXC24796D,28
LFXC24796S,28
LFXS24566S,26
LFXS24623B,26
LFXS24623D,26
LFXS24623S,26
LFXS24623W,26
LFXS24626D,26
LFXS24626S,26
LFXS24663S,26
LFXS26566M,24
LFXS26566S,24
LFXS26596D,26
LFXS26596M,26
LFXS26596S,26
LFXS26972D,26
LFXS26972S,26
LFXS26973D,26
LFXS26973S,26
LFXS27466S,24
LFXS27566S,24
LFXS27626B,24
LFXS27626S,24
LFXS27626W,24
LFXS28566D,24
LFXS28566M,24
LFXS28566S,24
LFXS28596D,24
LFXS28596M,24
LFXS28596S,26
LFXS28968D,26
LFXS28968M,24
LFXS28968S,26
LFXS29626B,24
LFXS29626S,24
LFXS29626W,24
LFXS29766S,24
LFXS30726B,24
LFXS30726M,24
LFXS30726S,24
LFXS30726W,24
LFXS30727S,24
LFXS30766D,24
LFXS30766S,24
LFXS30786S,24
LFXS30796D,24
LFXS30796S,24
LFXS32726S,24
LFXS32736D,24
LFXS32766S,24
LG14760AN,159
LG215P1W-E1,560
LG220P1W-E1,560
LG225P1W-E1,560
LG2RTV200,303
LG2RTV300,303
LG70765BFA0,720
LGDL601013L,6720
LGDL601023L,6720
LGHP09N,780
LGHP09U,312
LGHP12N,780
LGHP12U,312
LGMRK00418A,9
LGN121HSV,648
LGN121HSV2,648
LGN121HSV3,800
LGN121HSV5,780
LGN181HSV2,488
LGN181HSV3,558
LGN181HSV5,495
LGN241HSV2,488
LGP140STBVR,15840
LGP240STBVR,19800
LGR313D7L,560
LGS66D25L,672
LGSA00351AA,100
LGSF0230,56
LGU121HSV,316
LGU121HSV2,316
LGU121HSV3,316
LGU121HSV5,312
LGU181HSV,171
LGU181HSV2,171
LGU181HSV3,171
LGU181HSV5,104
LGU241HSV,171
LGU241HSV2,171
LH12753AFC0,800
LH12753AFC1,800
LH18753AFC0,800
LH29S8565S,26
LH70765BFA0,720
LH90753AFC0,800
LHC5200WI,9072
LHD459EL,600
LHD659EBL,600
LHFS28XBD,26
LHFS28XBS,26
LHN098HV1,256
LHN128HV1,256
LHN188HV1,256
LHN247HV,223
LHN248HV,224
LHN248HV1,256
LHN367HV,120
LHN368HV,168
LHN428HV,144
LHN488HV,144
LHSXS2706S,26
LHTNS2403S,38
LHV01N,115200
LHV01NC,115200
LK-0380AH,108
LK-0380CH,108
LK-0421CCD,108
LK-0480AH,81
LK-0480CH,81
LK-04B0CH,81
LK-0521CCM,81
LK-0580AC,36
LK-0580ACS1,36
LK-0580BCS1,36
LK-0580CC,36
LK-0580CH,81
LK-0580HC,36
LK-05B0AC,36
LK-05B0CC,36
LK-0680AH,18
LK-0680CH,18
LK-06B0AH,18
LK-0880AH,18
LK-0880BHS1,18
LK-0880CH,18
LK-0880HH,18
LK-08B0CH,18
LK-09B0AH,18
LK-1080AH,16
LK-1080AHS1,16
LK-1080CH,16
LK-1080HH,16
LK-10B0AH,16
LK-10B0CHM,16
LK-1380AH,23
LK-1380AHF,14
LK-1380AHS1,24
LK-1380CH,14
LK-13B0AH,25
LK-13B0CHM,26
LK-1580AH,4
LK-1580AHF,4
LK-1580AHS1,4
LK-1580BH,4
LK-1580HH,4
LK-15B0AH,4
LK-15B0CHM,4
LK-1880AH,4
LK-1880AHF,4
LK-1880CH,14
LK-18B0CH,14
LK-2080AH,4
LK-2080AHF,4
LK-2080CH,4
LK-20B0AH,4
LK-20B0CH,4
LK-20B0CHM,4
LK-2580AH,4
LK-2580AHF,4
LK-2580AHS1,4
LK-2580CH,4
LK-25B0AH,4
LK-C0362HA0,108
LK-C0368HA0,96
LK-C0482HA0,96
LK-C0488HA0,96
LK-C048BHA0,96
LK-C048BHA1,36
LK-C0602HA0,96
LK-C0608HA0,96
LK-C060BHA0,36
LK-C0728H00,28
LK-C0728H02,36
LK-C0909C00,28
LK-C0909C04,28
LK-C090BC00,28
LK-C090BC02,28
LK-C090BC04,28
LK-C1208C00,16
LK-C1208C02,16
LK-C1209C00,16
LK-C1209C04,16
LK-C120BC00,16
LK-C120BC01,16
LK-C120BC02,16
LK-C120BC04,16
LK-C1508C00,18
LK-C1508C02,16
LK-C1509C04,16
LK-C150BC00,16
LK-C150BC04,16
LK-C1808C00,14
LK-C1808C02,14
LK-C1809C00,14
LK-C1809C04,14
LK-C180BC00,14
LK-C180BC02,14
LK-C180BC04,14
LK-C180DC00,14
LK-C180DC02,14
LK-C2108C00,14
LK-C2108C02,14
LK-C2109C00,14
LK-C2109C04,14
LK-C210BC00,14
LK-C210BC04,14
LK-C2408C00,8
LK-C2408C02,8
LK-C2409C00,4
LK-C2409C01,8
LK-C2409C04,8
LK-C240BC00,4
LK-C240BC02,4
LK-C240BC04,8
LK-C240DC02,8
LK-C3008C00,8
LK-C3008C02,8
LK-C3009C00,8
LK-C3009C04,8
LK-C300BC00,8
LK-C300BC02,8
LK-C300BC04,8
LK-C300DC02,8
LK-C3608H00,4
LK-C3608H02,4
LK-C3609H00,4
LK-C3609H04,4
LK-C360BH00,4
LK-C360BH02,4
LK-C360BH04,4
LK-SB-12,43200
LK12S6000V,45
LK41MPN,28
LK50C,4800
LK50D,50
LK55C,50
LK65C,4800
LK75C,4800
LKAEH052,1284
LKAEH058,1926
LKAEH09B,1764
LKAEH102,1284
LKAEH188,1284
LKAEH18B,1284
LKAEH368,1284
LKAEH368L,756
LKAEH36B,1284
LKAEH36BL,756
LKIM08121V,60
LKMC0728H00,18
LL27T3530S,26
LL31H6530S,26
LL41SGP,54
LL42BGP,71
LL42SGP,54
LLD1331BBSL,54
LLF1131BBSL,54
LLFGC2706S,40
LLFOC2606S,40
LLMXS3006S,24
LLSDS2706S,26
LM-F223RSX,39
LM-Q200TAUF,440
LM-Q230TAUF,440
LM-Q231DSWF,648
LM-Q320TAUF,440
LM-Q321DSWF,648
LM-Q321RSF,648
LM-Q400TAUF,440
LM-Q401DSWF,648
LM-Q520TATF,320
LM-Q520TDTF,320
LM-Q520TSTF,320
LM-Q521RSF,488
LM-Q600TATF,320
LM-Q600TSTF,320
LM-Q720TATF,320
LM-Q720TDTF,320
LM-Q720TSTF,320
LM-W1001F4A,110
LM-W1301F5A,52
LM04M730B0B,144000
LM04M750B0B,144000
LM04M830B0E,240000
LM04M830B0Z,145200
LM184BBSIM,55
LM214BBSLN,39
LM224BBSIF,51
LM22BGTK,39
LM22SGP,39
LM22SGPK,39
LM22WGSK,40
LM22WGSX,40
LM264BDSIF,47
LM264JBSLN,28
LM264VBULM,36
LM293BBSLN,24
LM2U50,171
LM2U70,171
LM334BBSLF,24
LM334BBSLN,24
LM334VBBLN,24
LM334VBMLD,24
LM344VBNLF,24
LM3U90,110
LM56SPP,39
LM57MXTAF,39
LM57SDT,39
LM57SPN,39
LM57SPP1,39
LM57SXT,39
LM57SXT1,39
LM57SXTAF,39
LM57SXTN,39
LM61SGD,28
LM63SDS,26
LM63SGS,26
LM65BGBS,26
LM65BGS,26
LM65BGSK,26
LM65SCS,26
LM65SDS,26
LM65SDT,26
LM65SGS,26
LM73SGS,24
LM75BXT,32
LM75SDS,24
LM75SGS,24
LM75SXT,24
LM78SDS,24
LM78SDSAF,24
LM78SXS,26
LM78SXT,26
LM80SGD,24
LM80SXS,24
LM80SXT,24
LM82SXS,24
LM86SDD1,24
LM87SXD,24
LM88SXM,24
LM89SXD,24
LM92BVJ,36
LMA0963C2L,746
LMA0963C3L,666
LMA1180ST,665
LMA1263C2L,666
LMA1263C3L,666
LMAN095HVT,720
LMAN096HVT,648
LMAN097HVP,612
LMAN097HVT,648
LMAN125HVT,720
LMAN126HVT,648
LMAN127HVP,612
LMAN127HVT,648
LMAN185HV,540
LMAN185HVT,500
LMAN186HVT,488
LMAN187HVT,488
LMB2163C2L,171
LMB3063C3L,171
LMC0975AST,1092
LMC0975ASZ,1092
LMC0975SB,1004
LMC0975ST,1096
LMC0975SW,1004
LMC1050ST,665
LMC1195ST,665
LMC1275SB,704
LMC1375SB,704
LMC1375SW,704
LMC1532ST,432
LMC1575ABD,738
LMC1575ASB,738
LMC1575AST,738
LMC1575ASW,738
LMC1575BD,738
LMC1575SB,738
LMC1575SBD,738
LMC1575ST,738
LMC1575STD,738
LMC1575SW,738
LMC2055ST,438
LMC2075ABD,438
LMC2075AST,438
LMC2075BD,438
LMC2075SB,438
LMC2075ST,504
LMC2075SW,438
LMC25780AL,26
LMC25780SW,26
LMC25785SB,26
LMC25785ST,26
LMC25785SW,26
LMCN077HV,486
LMCN078HV,486
LMCN097HV,486
LMCN125HV,486
LMCN185HV,432
LMDN095HV,420
LMDN096HV,300
LMDN097HV4,300
LMDN125HV,420
LMDN126HV,300
LMDN127HV4,300
LMDN185HV,297
LMDN186HV,300
LMDN187HV4,300
LMEN097HVT,648
LMH2016SB,288
LMH2016ST,288
LMH2016SW,288
LMH2235ST,280
LMHM2017SB,288
LMHM2017ST,288
LMHM2017SW,288
LMHM2237BD,280
LMHM2237ST,280
LMHN240HV,223
LMHN360HV,223
LMN0660H4L,830
LMN0764H2L,830
LMN0764H3L,830
LMN0767H2L,830
LMN077HVT,648
LMN078HVT,648
LMN079HVT,650
LMN095HVT,720
LMN0963A2L,746
LMN0963C2L,830
LMN0963C3L,832
LMN0965B3A,832
LMN0965H3L,830
LMN0966B2A,830
LMN0966H2L,830
LMN096HVT,648
LMN097HVT,648
LMN125HV,792
LMN1260H3L,832
LMN1260H4L,832
LMN1261B2A,832
LMN1261B2L,832
LMN1261C2L,832
LMN1261H2L,832
LMN1263A2L,832
LMN1263C2L,832
LMN1263C3L,832
LMN1263H2L,832
LMN1265H3L,832
LMN1266B2A,832
LMN1266H2L,832
LMN1267H2L,832
LMN126HVT,648
LMN127HVT,648
LMN1464H2L,832
LMN1464H3L,832
LMN157HVT,648
LMN158HVT,648
LMN159HVT,650
LMN185HVT,620
LMN1860H3L,600
LMN1861B2L,600
LMN1861C2L,600
LMN1861H2L,600
LMN186HVT,488
LMN187HVT,488
LMN1966B2L,830
LMN1966C2L,830
LMN1966H2L,830
LMN2421C2L,832
LMN247HVT,488
LMN248HVT,488
LMN249HVT,495
LMN3620A2L,534
LMN3622A2L,600
LMN3680A2L,600
LMN36ART,495
LMN41ART,495
LMN4460B2B,294
LMN4460H2B,294
LMN4460R2TJ,378
LMN4462B2T,378
LMN4462C2T,432
LMN4880C2L,600
LMNC072TJA0,598
LMNC092D4A0,1091
LMNC092DER0,1115
LMNC092DZR0,864
LMNC092LQA0,851
LMNC092TCL0,600
LMNC092TJA0,598
LMNC096DUR0,832
LMNC096LRL0,836
LMNC122D4A0,1091
LMNC122D4AA,1000
LMNC122DER0,1115
LMNC122DUD0,832
LMNC122DUM0,832
LMNC122LRA0,836
LMNC122LRL0,836
LMNC122TCA1,600
LMNC122TEA0,432
LMNC122TEC0,432
LMNC122TJA0,598
LMNC126BTG0,432
LMNC126D4A0,1000
LMNC126D4L0,1000
LMNC126DER0,1115
LMNC126DEV0,1115
LMNC126DUR0,832
LMNC126LRA0,836
LMNC126LRL0,836
LMNC126TEA0,432
LMNC126TEC0,432
LMNC12GTRA0,486
LMNC182BHA0,294
LMNC182D3R0,550
LMNC182D5A0,620
LMNC182D5AA,620
LMNC182D8R0,540
LMNC182LTA0,600
LMNC182LTL0,600
LMNC182TEA0,432
LMNC182TEC0,432
LMNC186BTG0,288
LMNC186D3M0,550
LMNC186D3R0,550
LMNC186D8R0,540
LMNC186D8V0,540
LMNC186G5A0,620
LMNC186LTA0,600
LMNC186LTL0,600
LMNC186TEA0,432
LMNC186TEC0,432
LMNC18GTQA0,432
LMNC242D3D0,550
LMNC242D3M0,550
LMNC242D3R0,550
LMNC242D5A0,620
LMNC242D8R0,540
LMNC242LTA0,600
LMNC242LTL0,600
LMNC242TFC0,196
LMNC246BHA0,294
LMNC246BYG0,216
LMNC246D3R0,550
LMNC246D5L0,620
LMNC246D8R0,540
LMNC246D8V0,540
LMNC246G5A0,620
LMNC246LTA0,600
LMNC246LTL0,600
LMNC246PRC2,105
LMNC246TFA0,196
LMNC246TFC0,196
LMNC24GTPA0,234
LMNC302TFC0,196
LMNC306BGA0,223
LMNC306TFC0,196
LMNC30GTNA0,208
LMNC362TDC0,168
LMNC366BGA0,223
LMNC366TDA0,168
LMNC366TDC0,168
LMNC36GTNA0,208
LMNC482BRA0,120
LMNC482TDC0,168
LMNC486BEA0,110
LMNC486TDA0,168
LMNC486TDC0,168
LMNC48GTMA0,182
LMNH092BTG0,408
LMNH092GQA0,851
LMNH092TCC0,600
LMNH09GTCC0,600
LMNH122BTG0,408
LMNH122D4A0,1000
LMNH122DER0,1115
LMNH122DUM0,832
LMNH122DUR0,832
LMNH122GRA0,836
LMNH122LRA0,836
LMNH126BTG0,432
LMNH126D4L0,1000
LMNH126DEV0,792
LMNH126DUR0,832
LMNH126LRA0,836
LMNH126LRL0,836
LMNH126TEA0,432
LMNH126TEC0,432
LMNH12GTRA0,486
LMNH182BHA0,294
LMNH182BTG0,288
LMNH182D3M0,550
LMNH182D5A0,620
LMNH182D5AA,620
LMNH182D8R0,540
LMNH182GTA0,600
LMNH182LTA0,600
LMNH182LTL0,600
LMNH182TEC0,432
LMNH186BHA0,294
LMNH186BTG0,288
LMNH186D3R0,550
LMNH186D5A0,620
LMNH186D5L0,620
LMNH186D8R0,540
LMNH186D8V0,540
LMNH186LTA0,600
LMNH186LTL0,600
LMNH186TEA0,432
LMNH186TEC0,432
LMNH18GTQA0,432
LMNH242BHA0,294
LMNH242BYG0,216
LMNH242D3M0,550
LMNH242D5A0,620
LMNH242D5AA,620
LMNH242D8R0,540
LMNH242LTA0,600
LMNH246BHA0,294
LMNH246D3R0,550
LMNH246D5A0,620
LMNH246D5L0,620
LMNH246D8R0,540
LMNH246D8V0,540
LMNH246LTA0,600
LMNH246LTL0,600
LMNH246TFA0,196
LMNH246TFC0,196
